Geneid,wt_CON,wt_DOX
ENSMUSG00000097886,0,0
ENSMUSG00000097887,5,4
ENSMUSG00000097888,22,16
ENSMUSG00000097890,14,6
ENSMUSG00000097891,11,4
ENSMUSG00000097892,77,35
ENSMUSG00000097893,18,27
ENSMUSG00000097895,0,0
ENSMUSG00000097898,0,1
ENSMUSG00000097899,2,6
ENSMUSG00000097900,2,4
ENSMUSG00000097901,0,0
ENSMUSG00000097902,0,0
ENSMUSG00000097903,12,11
ENSMUSG00000097906,209,80
ENSMUSG00000097908,297,99
ENSMUSG00000097910,0,0
ENSMUSG00000097911,0,0
ENSMUSG00000097914,5,0
ENSMUSG00000097915,28,4
ENSMUSG00000097917,11,5
ENSMUSG00000097918,0,0
ENSMUSG00000097919,0,0
ENSMUSG00000097920,2,0
ENSMUSG00000097921,5,14
ENSMUSG00000097923,0,0
ENSMUSG00000097924,4,0
ENSMUSG00000097925,0,0
ENSMUSG00000097929,0,0
ENSMUSG00000097930,4,0
ENSMUSG00000097931,0,0
ENSMUSG00000097932,0,0
ENSMUSG00000097933,2,1
ENSMUSG00000097934,0,0
ENSMUSG00000097935,8,0
ENSMUSG00000097936,0,0
ENSMUSG00000097939,0,0
ENSMUSG00000097940,0,0
ENSMUSG00000097941,0,0
ENSMUSG00000097942,0,4
ENSMUSG00000097943,0,0
ENSMUSG00000097944,317,243
ENSMUSG00000097946,0,1
ENSMUSG00000097947,0,0
ENSMUSG00000097948,0,0
ENSMUSG00000097949,0,0
ENSMUSG00000097951,0,0
ENSMUSG00000097952,0,0
ENSMUSG00000097954,14,0
ENSMUSG00000097955,0,0
ENSMUSG00000097957,0,0
ENSMUSG00000097960,103,8
ENSMUSG00000097962,0,0
ENSMUSG00000097964,0,0
ENSMUSG00000097966,0,0
ENSMUSG00000097967,0,0
ENSMUSG00000097968,0,0
ENSMUSG00000097970,8,1
ENSMUSG00000097972,0,0
ENSMUSG00000097973,0,0
ENSMUSG00000097974,16,4
ENSMUSG00000097975,0,0
ENSMUSG00000097976,0,0
ENSMUSG00000097977,0,4
ENSMUSG00000097979,1,0
ENSMUSG00000097981,0,0
ENSMUSG00000097982,0,0
ENSMUSG00000097983,0,0
ENSMUSG00000097984,0,0
ENSMUSG00000097985,0,0
ENSMUSG00000097986,0,0
ENSMUSG00000097987,0,0
ENSMUSG00000097988,2,5
ENSMUSG00000097989,41,2
ENSMUSG00000097990,42,32
ENSMUSG00000097991,0,0
ENSMUSG00000097992,0,0
ENSMUSG00000097993,133,262
ENSMUSG00000097994,183,259
ENSMUSG00000097995,0,0
ENSMUSG00000097996,0,0
ENSMUSG00000097997,8,5
ENSMUSG00000097998,0,3
ENSMUSG00000098001,0,0
ENSMUSG00000098003,0,0
ENSMUSG00000098004,2,1
ENSMUSG00000098005,0,0
ENSMUSG00000098006,8,6
ENSMUSG00000098008,0,2
ENSMUSG00000098009,9,2
ENSMUSG00000098011,0,0
ENSMUSG00000098012,0,0
ENSMUSG00000098013,0,0
ENSMUSG00000098014,0,0
ENSMUSG00000098015,0,0
ENSMUSG00000098016,0,0
ENSMUSG00000098017,0,0
ENSMUSG00000098019,0,0
ENSMUSG00000098021,22,4
ENSMUSG00000098022,15,9
ENSMUSG00000098024,35,51
ENSMUSG00000098025,0,0
ENSMUSG00000098026,0,0
ENSMUSG00000098027,0,0
ENSMUSG00000098029,0,0
ENSMUSG00000098031,0,0
ENSMUSG00000098033,0,0
ENSMUSG00000098035,2,0
ENSMUSG00000098036,0,0
ENSMUSG00000098038,0,0
ENSMUSG00000098039,0,0
ENSMUSG00000098040,0,0
ENSMUSG00000098041,8,26
ENSMUSG00000098042,0,0
ENSMUSG00000098044,0,0
ENSMUSG00000098046,0,0
ENSMUSG00000098047,0,0
ENSMUSG00000098048,0,0
ENSMUSG00000098050,0,0
ENSMUSG00000098051,0,2
ENSMUSG00000098052,2,0
ENSMUSG00000098053,0,0
ENSMUSG00000098054,0,0
ENSMUSG00000098055,573,647
ENSMUSG00000098056,0,0
ENSMUSG00000098057,0,0
ENSMUSG00000098062,10,8
ENSMUSG00000098064,0,0
ENSMUSG00000098065,0,0
ENSMUSG00000098066,59,163
ENSMUSG00000098067,1,0
ENSMUSG00000098068,2,2
ENSMUSG00000098071,0,0
ENSMUSG00000098072,0,0
ENSMUSG00000098073,0,0
ENSMUSG00000098075,0,0
ENSMUSG00000098076,0,0
ENSMUSG00000098077,0,0
ENSMUSG00000098079,0,0
ENSMUSG00000098080,0,0
ENSMUSG00000098081,0,0
ENSMUSG00000098083,0,0
ENSMUSG00000098084,0,0
ENSMUSG00000098085,0,0
ENSMUSG00000098086,0,0
ENSMUSG00000098087,0,0
ENSMUSG00000098088,68,64
ENSMUSG00000098091,24,2
ENSMUSG00000098092,4,0
ENSMUSG00000098093,0,0
ENSMUSG00000098094,0,0
ENSMUSG00000098096,0,0
ENSMUSG00000098097,0,0
ENSMUSG00000098098,138,83
ENSMUSG00000098099,0,0
ENSMUSG00000098101,2,2
ENSMUSG00000098102,2,0
ENSMUSG00000098104,18,4
ENSMUSG00000098106,0,0
ENSMUSG00000098108,10,8
ENSMUSG00000098109,0,0
ENSMUSG00000098110,0,0
ENSMUSG00000098111,20,0
ENSMUSG00000098112,4143,2171
ENSMUSG00000098113,27,2
ENSMUSG00000098115,0,0
ENSMUSG00000098116,0,0
ENSMUSG00000098120,15,24
ENSMUSG00000098123,8,4
ENSMUSG00000098124,0,0
ENSMUSG00000098127,0,0
ENSMUSG00000098128,0,0
ENSMUSG00000098129,0,0
ENSMUSG00000098130,0,0
ENSMUSG00000098131,0,0
ENSMUSG00000098132,0,0
ENSMUSG00000098134,1014,502
ENSMUSG00000098135,0,0
ENSMUSG00000098136,0,0
ENSMUSG00000098137,0,0
ENSMUSG00000098138,0,0
ENSMUSG00000098139,0,0
ENSMUSG00000098140,2,2
ENSMUSG00000098142,8,0
ENSMUSG00000098144,0,0
ENSMUSG00000098145,0,0
ENSMUSG00000098147,0,0
ENSMUSG00000098149,2,0
ENSMUSG00000098152,0,0
ENSMUSG00000098153,0,0
ENSMUSG00000098154,4,0
ENSMUSG00000098155,0,0
ENSMUSG00000098156,0,3
ENSMUSG00000098157,0,0
ENSMUSG00000098158,0,0
ENSMUSG00000098159,0,0
ENSMUSG00000098161,0,0
ENSMUSG00000098162,0,0
ENSMUSG00000098163,0,0
ENSMUSG00000098164,0,0
ENSMUSG00000098166,0,0
ENSMUSG00000098167,0,0
ENSMUSG00000098169,0,0
ENSMUSG00000098171,0,0
ENSMUSG00000098172,0,2
ENSMUSG00000098173,0,0
ENSMUSG00000098174,0,0
ENSMUSG00000098175,1,0
ENSMUSG00000098176,260,122
ENSMUSG00000098179,0,0
ENSMUSG00000098181,6,0
ENSMUSG00000098183,46,38
ENSMUSG00000098184,11,10
ENSMUSG00000098185,0,0
ENSMUSG00000098186,0,0
ENSMUSG00000098187,1,0
ENSMUSG00000098188,3560,832
ENSMUSG00000098189,0,0
ENSMUSG00000098192,42,8
ENSMUSG00000098194,1,0
ENSMUSG00000098195,0,0
ENSMUSG00000098196,467,243
ENSMUSG00000098198,0,0
ENSMUSG00000098199,0,0
ENSMUSG00000098200,0,0
ENSMUSG00000098201,0,0
ENSMUSG00000098202,0,0
ENSMUSG00000098204,0,0
ENSMUSG00000098205,0,0
ENSMUSG00000098206,24,17
ENSMUSG00000098207,0,0
ENSMUSG00000098208,8,4
ENSMUSG00000098209,0,0
ENSMUSG00000098211,0,0
ENSMUSG00000098212,0,0
ENSMUSG00000098213,0,0
ENSMUSG00000098214,0,0
ENSMUSG00000098215,0,0
ENSMUSG00000098216,0,0
ENSMUSG00000098217,0,0
ENSMUSG00000098218,0,0
ENSMUSG00000098219,0,0
ENSMUSG00000098221,0,0
ENSMUSG00000098223,0,0
ENSMUSG00000098224,0,0
ENSMUSG00000098226,0,0
ENSMUSG00000098227,0,0
ENSMUSG00000098228,0,0
ENSMUSG00000098229,0,0
ENSMUSG00000098230,0,0
ENSMUSG00000098231,0,0
ENSMUSG00000098232,6,0
ENSMUSG00000098233,0,0
ENSMUSG00000098234,396,388
ENSMUSG00000098235,0,6
ENSMUSG00000098236,0,0
ENSMUSG00000098238,7,0
ENSMUSG00000098240,20,0
ENSMUSG00000098242,0,0
ENSMUSG00000098245,0,0
ENSMUSG00000098246,0,0
ENSMUSG00000098248,0,0
ENSMUSG00000098251,1,0
ENSMUSG00000098255,0,0
ENSMUSG00000098257,0,0
ENSMUSG00000098258,0,0
ENSMUSG00000098259,10,11
ENSMUSG00000098261,0,0
ENSMUSG00000098263,0,0
ENSMUSG00000098264,0,0
ENSMUSG00000098267,0,0
ENSMUSG00000098269,8,8
ENSMUSG00000098270,1,1
ENSMUSG00000098272,0,0
ENSMUSG00000098273,0,0
ENSMUSG00000098274,1,14
ENSMUSG00000098275,2,1
ENSMUSG00000098278,0,0
ENSMUSG00000098279,1,1
ENSMUSG00000098280,0,0
ENSMUSG00000098282,0,0
ENSMUSG00000098285,0,0
ENSMUSG00000098286,20,27
ENSMUSG00000098288,0,0
ENSMUSG00000098290,0,0
ENSMUSG00000098294,0,0
ENSMUSG00000098295,0,2
ENSMUSG00000098296,0,0
ENSMUSG00000098299,0,0
ENSMUSG00000098302,0,0
ENSMUSG00000098304,0,0
ENSMUSG00000098306,0,0
ENSMUSG00000098309,0,0
ENSMUSG00000098310,0,0
ENSMUSG00000098313,0,0
ENSMUSG00000098315,0,0
ENSMUSG00000098316,1,0
ENSMUSG00000098317,0,0
ENSMUSG00000098318,4,7
ENSMUSG00000098319,0,0
ENSMUSG00000098322,0,0
ENSMUSG00000098325,0,0
ENSMUSG00000098327,0,0
ENSMUSG00000098330,0,0
ENSMUSG00000098331,0,0
ENSMUSG00000098332,505,143
ENSMUSG00000098333,0,0
ENSMUSG00000098334,0,0
ENSMUSG00000098335,0,0
ENSMUSG00000098336,0,0
ENSMUSG00000098338,0,0
ENSMUSG00000098340,0,0
ENSMUSG00000098341,0,0
ENSMUSG00000098343,0,0
ENSMUSG00000098344,0,0
ENSMUSG00000098347,0,0
ENSMUSG00000098353,0,0
ENSMUSG00000098354,0,0
ENSMUSG00000098358,0,0
ENSMUSG00000098360,0,0
ENSMUSG00000098361,0,1
ENSMUSG00000098362,0,0
ENSMUSG00000098370,0,0
ENSMUSG00000098376,0,0
ENSMUSG00000098379,0,0
ENSMUSG00000098380,0,1
ENSMUSG00000098381,0,0
ENSMUSG00000098382,0,0
ENSMUSG00000098386,0,0
ENSMUSG00000098387,0,0
ENSMUSG00000098388,0,0
ENSMUSG00000098390,0,0
ENSMUSG00000098391,0,0
ENSMUSG00000098397,1,8
ENSMUSG00000098401,0,0
ENSMUSG00000098404,42,4
ENSMUSG00000098406,0,0
ENSMUSG00000098407,0,0
ENSMUSG00000098408,0,0
ENSMUSG00000098410,0,0
ENSMUSG00000098412,0,0
ENSMUSG00000098413,3,10
ENSMUSG00000098414,0,0
ENSMUSG00000098415,2,0
ENSMUSG00000098417,0,0
ENSMUSG00000098420,0,0
ENSMUSG00000098421,0,0
ENSMUSG00000098422,0,1
ENSMUSG00000098424,0,0
ENSMUSG00000098426,0,0
ENSMUSG00000098429,0,0
ENSMUSG00000098431,0,0
ENSMUSG00000098434,2,4
ENSMUSG00000098437,0,0
ENSMUSG00000098439,4,1
ENSMUSG00000098441,0,0
ENSMUSG00000098443,0,0
ENSMUSG00000098444,0,0
ENSMUSG00000098446,0,0
ENSMUSG00000098447,10,8
ENSMUSG00000098449,2,3
ENSMUSG00000098453,0,1
ENSMUSG00000098454,0,0
ENSMUSG00000098456,0,0
ENSMUSG00000098464,0,0
ENSMUSG00000098465,0,0
ENSMUSG00000098468,0,0
ENSMUSG00000098469,0,0
ENSMUSG00000098470,30,7
ENSMUSG00000098471,0,0
ENSMUSG00000098473,0,0
ENSMUSG00000098474,0,0
ENSMUSG00000098480,0,0
ENSMUSG00000098483,1,0
ENSMUSG00000098487,0,0
ENSMUSG00000098488,1,1
ENSMUSG00000098489,0,0
ENSMUSG00000098490,1,1
ENSMUSG00000098492,0,0
ENSMUSG00000098497,0,0
ENSMUSG00000098498,0,0
ENSMUSG00000098500,0,0
ENSMUSG00000098501,0,0
ENSMUSG00000098504,0,0
ENSMUSG00000098505,0,0
ENSMUSG00000098506,6,0
ENSMUSG00000098508,0,0
ENSMUSG00000098509,0,0
ENSMUSG00000098511,2,1
ENSMUSG00000098513,0,0
ENSMUSG00000098515,0,0
ENSMUSG00000098516,8,3
ENSMUSG00000098519,0,0
ENSMUSG00000098520,0,0
ENSMUSG00000098521,0,0
ENSMUSG00000098522,0,0
ENSMUSG00000098530,0,0
ENSMUSG00000098531,0,0
ENSMUSG00000098532,0,0
ENSMUSG00000098533,0,0
ENSMUSG00000098534,6,16
ENSMUSG00000098539,0,0
ENSMUSG00000098540,2,4
ENSMUSG00000098544,3,0
ENSMUSG00000098547,0,0
ENSMUSG00000098548,0,0
ENSMUSG00000098549,4,0
ENSMUSG00000098550,5,2
ENSMUSG00000098553,0,0
ENSMUSG00000098555,0,0
ENSMUSG00000098557,6694,12431
ENSMUSG00000098558,0,3
ENSMUSG00000098559,6,8
ENSMUSG00000098561,0,0
ENSMUSG00000098562,0,1
ENSMUSG00000098563,0,0
ENSMUSG00000098564,0,0
ENSMUSG00000098569,0,0
ENSMUSG00000098573,0,0
ENSMUSG00000098574,0,1
ENSMUSG00000098578,0,0
ENSMUSG00000098579,0,0
ENSMUSG00000098580,0,0
ENSMUSG00000098582,0,0
ENSMUSG00000098583,0,0
ENSMUSG00000098588,0,0
ENSMUSG00000098590,0,0
ENSMUSG00000098592,0,0
ENSMUSG00000098593,0,0
ENSMUSG00000098596,0,0
ENSMUSG00000098597,0,0
ENSMUSG00000098600,0,1
ENSMUSG00000098602,0,1
ENSMUSG00000098606,0,0
ENSMUSG00000098609,6,1
ENSMUSG00000098611,0,0
ENSMUSG00000098613,0,0
ENSMUSG00000098619,0,0
ENSMUSG00000098620,19,24
ENSMUSG00000098623,0,0
ENSMUSG00000098624,0,2
ENSMUSG00000098627,0,0
ENSMUSG00000098630,0,0
ENSMUSG00000098632,0,0
ENSMUSG00000098634,0,1
ENSMUSG00000098640,0,0
ENSMUSG00000098644,0,0
ENSMUSG00000098645,0,0
ENSMUSG00000098646,0,0
ENSMUSG00000098649,0,0
ENSMUSG00000098650,0,0
ENSMUSG00000098651,6,8
ENSMUSG00000098655,0,0
ENSMUSG00000098656,5,1
ENSMUSG00000098658,0,0
ENSMUSG00000098659,0,0
ENSMUSG00000098660,0,0
ENSMUSG00000098661,7,4
ENSMUSG00000098666,0,0
ENSMUSG00000098668,0,0
ENSMUSG00000098671,0,0
ENSMUSG00000098672,1,1
ENSMUSG00000098675,0,0
ENSMUSG00000098678,41,27
ENSMUSG00000098679,0,0
ENSMUSG00000098680,0,0
ENSMUSG00000098682,0,0
ENSMUSG00000098684,0,0
ENSMUSG00000098685,0,0
ENSMUSG00000098686,0,0
ENSMUSG00000098687,0,0
ENSMUSG00000098689,0,0
ENSMUSG00000098692,0,0
ENSMUSG00000098701,0,0
ENSMUSG00000098702,132,192
ENSMUSG00000098704,0,0
ENSMUSG00000098705,0,0
ENSMUSG00000098706,1,0
ENSMUSG00000098707,0,0
ENSMUSG00000098708,22,6
ENSMUSG00000098710,0,0
ENSMUSG00000098712,0,0
ENSMUSG00000098713,16,6
ENSMUSG00000098714,7,1
ENSMUSG00000098715,0,0
ENSMUSG00000098726,0,0
ENSMUSG00000098727,0,0
ENSMUSG00000098729,0,0
ENSMUSG00000098731,1,3
ENSMUSG00000098734,0,0
ENSMUSG00000098735,0,0
ENSMUSG00000098737,4,4
ENSMUSG00000098741,0,0
ENSMUSG00000098744,0,0
ENSMUSG00000098747,0,0
ENSMUSG00000098748,0,0
ENSMUSG00000098751,0,0
ENSMUSG00000098752,0,0
ENSMUSG00000098754,0,0
ENSMUSG00000098756,0,0
ENSMUSG00000098758,0,0
ENSMUSG00000098759,1,0
ENSMUSG00000098760,12,2
ENSMUSG00000098761,0,0
ENSMUSG00000098762,0,0
ENSMUSG00000098765,0,0
ENSMUSG00000098766,11,0
ENSMUSG00000098768,0,0
ENSMUSG00000098769,6,3
ENSMUSG00000098771,0,0
ENSMUSG00000098773,0,0
ENSMUSG00000098774,0,0
ENSMUSG00000098778,0,0
ENSMUSG00000098779,0,2
ENSMUSG00000098781,2,0
ENSMUSG00000098782,0,0
ENSMUSG00000098783,19,7
ENSMUSG00000098784,0,0
ENSMUSG00000098785,4,2
ENSMUSG00000098787,0,0
ENSMUSG00000098789,43,28
ENSMUSG00000098790,11,7
ENSMUSG00000098796,0,0
ENSMUSG00000098797,0,0
ENSMUSG00000098799,0,0
ENSMUSG00000098800,0,0
ENSMUSG00000098802,0,0
ENSMUSG00000098807,0,0
ENSMUSG00000098808,0,0
ENSMUSG00000098811,0,0
ENSMUSG00000098812,0,1
ENSMUSG00000098814,0,2
ENSMUSG00000098817,0,0
ENSMUSG00000098822,0,0
ENSMUSG00000098823,0,0
ENSMUSG00000098824,0,0
ENSMUSG00000098829,0,0
ENSMUSG00000098830,0,0
ENSMUSG00000098831,0,0
ENSMUSG00000098832,0,2
ENSMUSG00000098833,0,0
ENSMUSG00000098837,0,0
ENSMUSG00000098838,0,0
ENSMUSG00000098839,0,0
ENSMUSG00000098843,2,1
ENSMUSG00000098844,2,0
ENSMUSG00000098847,0,0
ENSMUSG00000098851,0,0
ENSMUSG00000098853,0,0
ENSMUSG00000098855,0,0
ENSMUSG00000098856,1,3
ENSMUSG00000098858,0,0
ENSMUSG00000098861,0,0
ENSMUSG00000098862,0,0
ENSMUSG00000098863,0,0
ENSMUSG00000098866,0,0
ENSMUSG00000098871,0,0
ENSMUSG00000098873,0,0
ENSMUSG00000098875,0,0
ENSMUSG00000098876,0,0
ENSMUSG00000098879,0,0
ENSMUSG00000098881,0,0
ENSMUSG00000098884,0,0
ENSMUSG00000098885,0,0
ENSMUSG00000098886,0,0
ENSMUSG00000098887,0,0
ENSMUSG00000098888,0,0
ENSMUSG00000098889,4,3
ENSMUSG00000098890,0,0
ENSMUSG00000098893,4,6
ENSMUSG00000098894,0,0
ENSMUSG00000098895,0,0
ENSMUSG00000098896,3,3
ENSMUSG00000098897,0,0
ENSMUSG00000098900,12,10
ENSMUSG00000098904,0,0
ENSMUSG00000098905,729,707
ENSMUSG00000098906,0,0
ENSMUSG00000098907,0,0
ENSMUSG00000098909,0,0
ENSMUSG00000098910,0,0
ENSMUSG00000098912,450,186
ENSMUSG00000098915,24,8
ENSMUSG00000098917,0,0
ENSMUSG00000098918,8,3
ENSMUSG00000098919,0,3
ENSMUSG00000098922,0,0
ENSMUSG00000098923,1203,1082
ENSMUSG00000098924,0,0
ENSMUSG00000098926,2,1
ENSMUSG00000098929,0,0
ENSMUSG00000098931,2,0
ENSMUSG00000098932,0,0
ENSMUSG00000098934,0,0
ENSMUSG00000098935,0,0
ENSMUSG00000098937,0,0
ENSMUSG00000098942,0,0
ENSMUSG00000098944,0,0
ENSMUSG00000098945,0,0
ENSMUSG00000098947,0,0
ENSMUSG00000098949,0,0
ENSMUSG00000098950,0,0
ENSMUSG00000098951,1,2
ENSMUSG00000098954,0,0
ENSMUSG00000098955,3,9
ENSMUSG00000098957,0,0
ENSMUSG00000098958,0,0
ENSMUSG00000098959,0,0
ENSMUSG00000098960,0,0
ENSMUSG00000098961,0,0
ENSMUSG00000098970,0,0
ENSMUSG00000098972,0,0
ENSMUSG00000098973,20,10
ENSMUSG00000098975,14,10
ENSMUSG00000098976,0,0
ENSMUSG00000098977,0,0
ENSMUSG00000098980,0,1
ENSMUSG00000098981,0,0
ENSMUSG00000098985,6,2
ENSMUSG00000098987,0,1
ENSMUSG00000098989,0,0
ENSMUSG00000098997,0,0
ENSMUSG00000099003,8,4
ENSMUSG00000099005,0,0
ENSMUSG00000099008,0,0
ENSMUSG00000099009,0,0
ENSMUSG00000099011,0,0
ENSMUSG00000099015,0,0
ENSMUSG00000099016,0,0
ENSMUSG00000099017,0,0
ENSMUSG00000099019,0,0
ENSMUSG00000099020,0,0
ENSMUSG00000099025,0,0
ENSMUSG00000099027,1,0
ENSMUSG00000099030,0,0
ENSMUSG00000099031,9,3
ENSMUSG00000099032,6,61
ENSMUSG00000099033,5,8
ENSMUSG00000099034,0,0
ENSMUSG00000099035,0,0
ENSMUSG00000099036,0,0
ENSMUSG00000099041,0,0
ENSMUSG00000099042,0,0
ENSMUSG00000099043,2,1
ENSMUSG00000099045,0,0
ENSMUSG00000099047,0,0
ENSMUSG00000099050,0,0
ENSMUSG00000099051,3,1
ENSMUSG00000099055,0,2
ENSMUSG00000099056,0,0
ENSMUSG00000099057,0,0
ENSMUSG00000099058,0,0
ENSMUSG00000099060,0,0
ENSMUSG00000099061,4,3
ENSMUSG00000099062,0,0
ENSMUSG00000099063,0,1
ENSMUSG00000099064,0,0
ENSMUSG00000099069,0,0
ENSMUSG00000099070,0,0
ENSMUSG00000099075,0,0
ENSMUSG00000099076,0,0
ENSMUSG00000099078,0,0
ENSMUSG00000099079,0,0
ENSMUSG00000099080,0,0
ENSMUSG00000099082,0,0
ENSMUSG00000099083,4259,2495
ENSMUSG00000099085,0,0
ENSMUSG00000099087,0,0
ENSMUSG00000099091,0,0
ENSMUSG00000099092,0,0
ENSMUSG00000099093,0,0
ENSMUSG00000099094,0,4
ENSMUSG00000099095,0,0
ENSMUSG00000099096,0,0
ENSMUSG00000099098,0,1
ENSMUSG00000099101,0,0
ENSMUSG00000099102,0,2
ENSMUSG00000099104,0,0
ENSMUSG00000099105,0,0
ENSMUSG00000099109,44,94
ENSMUSG00000099110,0,2
ENSMUSG00000099115,2,0
ENSMUSG00000099120,0,0
ENSMUSG00000099124,0,0
ENSMUSG00000099129,0,0
ENSMUSG00000099131,0,0
ENSMUSG00000099134,0,0
ENSMUSG00000099137,54,11
ENSMUSG00000099138,0,0
ENSMUSG00000099139,2,0
ENSMUSG00000099140,0,2
ENSMUSG00000099141,0,0
ENSMUSG00000099142,0,0
ENSMUSG00000099145,0,2
ENSMUSG00000099146,0,0
ENSMUSG00000099147,0,0
ENSMUSG00000099148,0,0
ENSMUSG00000099149,0,0
ENSMUSG00000099150,0,0
ENSMUSG00000099153,0,0
ENSMUSG00000099158,0,0
ENSMUSG00000099160,1,0
ENSMUSG00000099161,0,0
ENSMUSG00000099162,1,9
ENSMUSG00000099163,0,1
ENSMUSG00000099165,0,0
ENSMUSG00000099169,0,0
ENSMUSG00000099170,0,0
ENSMUSG00000099174,0,0
ENSMUSG00000099176,0,0
ENSMUSG00000099178,0,0
ENSMUSG00000099181,1,2
ENSMUSG00000099182,0,0
ENSMUSG00000099184,0,0
ENSMUSG00000099185,0,0
ENSMUSG00000099188,0,0
ENSMUSG00000099190,0,0
ENSMUSG00000099197,0,0
ENSMUSG00000099198,0,0
ENSMUSG00000099199,0,0
ENSMUSG00000099200,0,0
ENSMUSG00000099201,0,0
ENSMUSG00000099202,0,0
ENSMUSG00000099203,0,0
ENSMUSG00000099207,0,0
ENSMUSG00000099210,0,2
ENSMUSG00000099212,0,0
ENSMUSG00000099216,0,0
ENSMUSG00000099218,0,0
ENSMUSG00000099220,0,0
ENSMUSG00000099221,0,1
ENSMUSG00000099222,1,0
ENSMUSG00000099223,0,0
ENSMUSG00000099225,0,0
ENSMUSG00000099227,0,0
ENSMUSG00000099236,0,0
ENSMUSG00000099238,1,0
ENSMUSG00000099239,0,0
ENSMUSG00000099241,11,1
ENSMUSG00000099242,0,0
ENSMUSG00000099245,0,0
ENSMUSG00000099253,0,0
ENSMUSG00000099254,2,0
ENSMUSG00000099256,0,0
ENSMUSG00000099257,0,0
ENSMUSG00000099258,0,0
ENSMUSG00000099259,0,0
ENSMUSG00000099260,2,1
ENSMUSG00000099264,0,0
ENSMUSG00000099266,0,0
ENSMUSG00000099267,4,0
ENSMUSG00000099269,0,0
ENSMUSG00000099272,0,0
ENSMUSG00000099274,0,0
ENSMUSG00000099275,0,0
ENSMUSG00000099276,0,0
ENSMUSG00000099279,0,0
ENSMUSG00000099280,0,0
ENSMUSG00000099283,1,0
ENSMUSG00000099284,3,4
ENSMUSG00000099286,0,0
ENSMUSG00000099289,26,10
ENSMUSG00000099292,0,0
ENSMUSG00000099294,0,2
ENSMUSG00000099298,0,0
ENSMUSG00000099301,3,3
ENSMUSG00000099309,0,0
ENSMUSG00000099310,0,0
ENSMUSG00000099311,0,0
ENSMUSG00000099313,0,0
ENSMUSG00000099315,0,0
ENSMUSG00000099320,0,1
ENSMUSG00000099321,0,0
ENSMUSG00000099324,0,0
ENSMUSG00000099326,0,0
ENSMUSG00000099330,0,0
ENSMUSG00000099331,0,0
ENSMUSG00000099336,0,0
ENSMUSG00000099337,0,0
ENSMUSG00000099338,4,0
ENSMUSG00000099342,24,9
ENSMUSG00000099343,8,1
ENSMUSG00000099344,0,0
ENSMUSG00000099354,1,0
ENSMUSG00000099357,0,0
ENSMUSG00000099359,0,0
ENSMUSG00000099360,0,0
ENSMUSG00000099361,0,0
ENSMUSG00000099363,0,0
ENSMUSG00000099364,0,0
ENSMUSG00000099366,0,0
ENSMUSG00000099370,0,0
ENSMUSG00000099373,6,2
ENSMUSG00000099375,176,114
ENSMUSG00000099376,0,0
ENSMUSG00000099377,18,12
ENSMUSG00000099378,0,0
ENSMUSG00000099381,0,2
ENSMUSG00000099382,0,0
ENSMUSG00000099383,0,0
ENSMUSG00000099384,102,130
ENSMUSG00000099385,0,0
ENSMUSG00000099387,0,0
ENSMUSG00000099389,0,0
ENSMUSG00000099391,0,0
ENSMUSG00000099392,0,0
ENSMUSG00000099394,0,0
ENSMUSG00000099396,0,0
ENSMUSG00000099397,82,16
ENSMUSG00000099398,5895,7547
ENSMUSG00000099400,0,0
ENSMUSG00000099401,0,1
ENSMUSG00000099403,0,0
ENSMUSG00000099406,0,0
ENSMUSG00000099407,0,0
ENSMUSG00000099413,16,14
ENSMUSG00000099417,0,0
ENSMUSG00000099418,2,0
ENSMUSG00000099419,0,0
ENSMUSG00000099420,0,0
ENSMUSG00000099421,0,0
ENSMUSG00000099422,0,0
ENSMUSG00000099423,0,0
ENSMUSG00000099424,0,0
ENSMUSG00000099427,0,0
ENSMUSG00000099428,1,0
ENSMUSG00000099432,0,0
ENSMUSG00000099433,0,0
ENSMUSG00000099444,0,0
ENSMUSG00000099446,0,0
ENSMUSG00000099447,0,0
ENSMUSG00000099448,0,0
ENSMUSG00000099449,0,0
ENSMUSG00000099450,0,0
ENSMUSG00000099451,0,0
ENSMUSG00000099453,0,0
ENSMUSG00000099454,0,0
ENSMUSG00000099458,0,0
ENSMUSG00000099459,0,2
ENSMUSG00000099464,0,0
ENSMUSG00000099465,2,12
ENSMUSG00000099468,0,0
ENSMUSG00000099469,0,0
ENSMUSG00000099470,6,34
ENSMUSG00000099471,150,100
ENSMUSG00000099472,4,10
ENSMUSG00000099473,0,0
ENSMUSG00000099478,165,114
ENSMUSG00000099481,197,120
ENSMUSG00000099484,0,0
ENSMUSG00000099486,0,0
ENSMUSG00000099488,14,5
ENSMUSG00000099490,0,0
ENSMUSG00000099491,0,0
ENSMUSG00000099492,50,40
ENSMUSG00000099498,0,0
ENSMUSG00000099502,0,0
ENSMUSG00000099503,0,0
ENSMUSG00000099507,0,0
ENSMUSG00000099508,0,0
ENSMUSG00000099510,1,0
ENSMUSG00000099511,0,0
ENSMUSG00000099512,0,0
ENSMUSG00000099516,0,0
ENSMUSG00000099517,2,23
ENSMUSG00000099518,0,0
ENSMUSG00000099519,0,0
ENSMUSG00000099521,0,0
ENSMUSG00000099528,0,0
ENSMUSG00000099534,1,0
ENSMUSG00000099536,0,0
ENSMUSG00000099539,0,0
ENSMUSG00000099543,3,0
